instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weekday_name,is_weekend,hour_group,weather_name
209,2011-01-09,1,0,1,23,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Winter,Sunday,1,Evening,Clear
210,2011-01-10,1,0,1,0,0,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Winter,Monday,0,Night,Clear
211,2011-01-10,1,0,1,1,0,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Winter,Monday,0,Night,Clear
212,2011-01-10,1,0,1,2,0,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Winter,Monday,0,Night,Clear
213,2011-01-10,1,0,1,3,0,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Winter,Monday,0,Night,Clear
214,2011-01-10,1,0,1,4,0,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Winter,Monday,0,Night,Clear
215,2011-01-10,1,0,1,5,0,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Winter,Monday,0,Night,Clear
216,2011-01-10,1,0,1,6,0,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Winter,Monday,0,Morning,Clear
217,2011-01-10,1,0,1,7,0,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Winter,Monday,0,Morning,Clear
218,2011-01-10,1,0,1,8,0,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Winter,Monday,0,Morning,Mist
219,2011-01-10,1,0,1,9,0,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Winter,Monday,0,Morning,Mist
220,2011-01-10,1,0,1,10,0,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Winter,Monday,0,Morning,Mist
221,2011-01-10,1,0,1,11,0,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Winter,Monday,0,Morning,Mist
222,2011-01-10,1,0,1,12,0,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Winter,Monday,0,Afternoon,Mist
223,2011-01-10,1,0,1,13,0,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Winter,Monday,0,Afternoon,Mist
224,2011-01-10,1,0,1,14,0,1,2,0.2,0.197,0.4,0.2239,0,47,47,Winter,Monday,0,Afternoon,Mist
225,2011-01-10,1,0,1,15,0,1,2,0.2,0.197,0.4,0.2239,2,43,45,Winter,Monday,0,Afternoon,Mist
226,2011-01-10,1,0,1,16,0,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Winter,Monday,0,Afternoon,Clear
227,2011-01-10,1,0,1,17,0,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Winter,Monday,0,Afternoon,Clear
228,2011-01-10,1,0,1,18,0,1,1,0.2,0.197,0.4,0.2239,1,154,155,Winter,Monday,0,Evening,Clear
229,2011-01-10,1,0,1,19,0,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Winter,Monday,0,Evening,Clear
230,2011-01-10,1,0,1,20,0,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Winter,Monday,0,Evening,Clear
231,2011-01-10,1,0,1,21,0,1,1,0.14,0.1364,0.59,0.194,1,37,38,Winter,Monday,0,Evening,Clear
232,2011-01-10,1,0,1,22,0,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Winter,Monday,0,Evening,Clear
233,2011-01-10,1,0,1,23,0,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Winter,Monday,0,Evening,Clear
234,2011-01-11,1,0,1,0,0,2,1,0.14,0.1667,0.59,0.1045,2,10,12,Winter,Tuesday,0,Night,Clear
235,2011-01-11,1,0,1,1,0,2,1,0.14,0.1515,0.59,0.1642,0,3,3,Winter,Tuesday,0,Night,Clear
236,2011-01-11,1,0,1,2,0,2,2,0.16,0.1515,0.55,0.194,0,3,3,Winter,Tuesday,0,Night,Mist
237,2011-01-11,1,0,1,5,0,2,2,0.16,0.1818,0.55,0.1343,0,6,6,Winter,Tuesday,0,Night,Mist
238,2011-01-11,1,0,1,6,0,2,2,0.16,0.1818,0.55,0.1343,0,27,27,Winter,Tuesday,0,Morning,Mist
239,2011-01-11,1,0,1,7,0,2,2,0.16,0.2273,0.55,0.0,2,97,99,Winter,Tuesday,0,Morning,Mist
240,2011-01-11,1,0,1,8,0,2,2,0.18,0.2121,0.51,0.0896,3,214,217,Winter,Tuesday,0,Morning,Mist
241,2011-01-11,1,0,1,9,0,2,2,0.18,0.197,0.51,0.1642,3,127,130,Winter,Tuesday,0,Morning,Mist
242,2011-01-11,1,0,1,10,0,2,2,0.2,0.2121,0.51,0.1642,3,51,54,Winter,Tuesday,0,Morning,Mist
243,2011-01-11,1,0,1,11,0,2,2,0.2,0.2121,0.47,0.1343,4,31,35,Winter,Tuesday,0,Morning,Mist
244,2011-01-11,1,0,1,12,0,2,2,0.2,0.2273,0.51,0.1045,2,55,57,Winter,Tuesday,0,Afternoon,Mist
245,2011-01-11,1,0,1,13,0,2,2,0.2,0.2273,0.59,0.0896,6,46,52,Winter,Tuesday,0,Afternoon,Mist
246,2011-01-11,1,0,1,14,0,2,2,0.2,0.2273,0.59,0.0896,3,60,63,Winter,Tuesday,0,Afternoon,Mist
247,2011-01-11,1,0,1,15,0,2,2,0.16,0.197,0.8,0.0896,2,45,47,Winter,Tuesday,0,Afternoon,Mist
248,2011-01-11,1,0,1,16,0,2,2,0.16,0.1515,0.86,0.2239,4,72,76,Winter,Tuesday,0,Afternoon,Mist
249,2011-01-11,1,0,1,17,0,2,2,0.16,0.1515,0.86,0.2239,6,130,136,Winter,Tuesday,0,Afternoon,Mist
250,2011-01-11,1,0,1,18,0,2,3,0.16,0.1818,0.93,0.1045,1,94,95,Winter,Tuesday,0,Evening,Light Snow/Rain
251,2011-01-11,1,0,1,19,0,2,3,0.16,0.2273,0.93,0.0,0,51,51,Winter,Tuesday,0,Evening,Light Snow/Rain
252,2011-01-11,1,0,1,20,0,2,3,0.16,0.1515,0.93,0.194,0,32,32,Winter,Tuesday,0,Evening,Light Snow/Rain
253,2011-01-11,1,0,1,21,0,2,3,0.16,0.197,0.86,0.0896,0,20,20,Winter,Tuesday,0,Evening,Light Snow/Rain
254,2011-01-11,1,0,1,22,0,2,3,0.16,0.1818,0.93,0.1045,1,28,29,Winter,Tuesday,0,Evening,Light Snow/Rain
255,2011-01-11,1,0,1,23,0,2,3,0.16,0.197,0.93,0.0896,1,18,19,Winter,Tuesday,0,Evening,Light Snow/Rain
256,2011-01-12,1,0,1,0,0,3,2,0.16,0.197,0.86,0.0896,0,7,7,Winter,Wednesday,0,Night,Mist
257,2011-01-12,1,0,1,1,0,3,2,0.16,0.1818,0.86,0.1045,0,6,6,Winter,Wednesday,0,Night,Mist
258,2011-01-12,1,0,1,2,0,3,1,0.14,0.1515,0.86,0.1343,0,1,1,Winter,Wednesday,0,Night,Clear
259,2011-01-12,1,0,1,5,0,3,1,0.14,0.1515,0.86,0.1642,0,5,5,Winter,Wednesday,0,Night,Clear
260,2011-01-12,1,0,1,6,0,3,1,0.12,0.1515,0.93,0.1343,0,16,16,Winter,Wednesday,0,Morning,Clear
261,2011-01-12,1,0,1,7,0,3,1,0.14,0.1515,0.69,0.1343,0,54,54,Winter,Wednesday,0,Morning,Clear
262,2011-01-12,1,0,1,8,0,3,1,0.16,0.1667,0.59,0.1642,3,125,128,Winter,Wednesday,0,Morning,Clear
263,2011-01-12,1,0,1,9,0,3,1,0.16,0.1364,0.59,0.3284,3,78,81,Winter,Wednesday,0,Morning,Clear
264,2011-01-12,1,0,1,10,0,3,1,0.18,0.1818,0.55,0.2239,0,39,39,Winter,Wednesday,0,Morning,Clear
265,2011-01-12,1,0,1,11,0,3,1,0.2,0.1818,0.51,0.3881,3,32,35,Winter,Wednesday,0,Morning,Clear
266,2011-01-12,1,0,1,12,0,3,1,0.2,0.1515,0.47,0.5821,3,52,55,Winter,Wednesday,0,Afternoon,Clear
267,2011-01-12,1,0,1,13,0,3,1,0.22,0.197,0.44,0.3582,0,49,49,Winter,Wednesday,0,Afternoon,Clear
268,2011-01-12,1,0,1,14,0,3,1,0.2,0.1818,0.47,0.3284,0,44,44,Winter,Wednesday,0,Afternoon,Clear
269,2011-01-12,1,0,1,15,0,3,1,0.2,0.1667,0.47,0.4179,1,48,49,Winter,Wednesday,0,Afternoon,Clear
270,2011-01-12,1,0,1,16,0,3,1,0.22,0.197,0.44,0.3284,5,63,68,Winter,Wednesday,0,Afternoon,Clear
271,2011-01-12,1,0,1,17,0,3,1,0.2,0.1818,0.47,0.3582,0,139,139,Winter,Wednesday,0,Afternoon,Clear
272,2011-01-12,1,0,1,18,0,3,1,0.2,0.1515,0.47,0.5224,2,135,137,Winter,Wednesday,0,Evening,Clear
273,2011-01-12,1,0,1,19,0,3,1,0.18,0.1515,0.47,0.4179,1,82,83,Winter,Wednesday,0,Evening,Clear
274,2011-01-12,1,0,1,20,0,3,1,0.16,0.1364,0.5,0.3284,2,54,56,Winter,Wednesday,0,Evening,Clear
275,2011-01-12,1,0,1,21,0,3,1,0.16,0.1364,0.55,0.3284,0,57,57,Winter,Wednesday,0,Evening,Clear
276,2011-01-12,1,0,1,22,0,3,1,0.16,0.1212,0.55,0.4478,1,32,33,Winter,Wednesday,0,Evening,Clear
277,2011-01-12,1,0,1,23,0,3,1,0.14,0.1061,0.59,0.4179,1,19,20,Winter,Wednesday,0,Evening,Clear
278,2011-01-13,1,0,1,0,0,4,1,0.14,0.1212,0.59,0.2836,1,6,7,Winter,Thursday,0,Night,Clear
279,2011-01-13,1,0,1,1,0,4,1,0.14,0.1212,0.5,0.2836,0,2,2,Winter,Thursday,0,Night,Clear
280,2011-01-13,1,0,1,2,0,4,1,0.14,0.1212,0.5,0.3582,0,2,2,Winter,Thursday,0,Night,Clear
281,2011-01-13,1,0,1,3,0,4,1,0.14,0.1212,0.5,0.3284,0,3,3,Winter,Thursday,0,Night,Clear
282,2011-01-13,1,0,1,4,0,4,1,0.14,0.1212,0.5,0.2537,0,4,4,Winter,Thursday,0,Night,Clear
283,2011-01-13,1,0,1,5,0,4,1,0.14,0.1212,0.5,0.2985,0,3,3,Winter,Thursday,0,Night,Clear
284,2011-01-13,1,0,1,6,0,4,1,0.12,0.1515,0.54,0.1343,0,28,28,Winter,Thursday,0,Morning,Clear
285,2011-01-13,1,0,1,7,0,4,1,0.12,0.1515,0.54,0.1343,0,72,72,Winter,Thursday,0,Morning,Clear
286,2011-01-13,1,0,1,8,0,4,1,0.14,0.1364,0.5,0.194,5,197,202,Winter,Thursday,0,Morning,Clear
287,2011-01-13,1,0,1,9,0,4,1,0.14,0.1212,0.5,0.3284,2,137,139,Winter,Thursday,0,Morning,Clear
288,2011-01-13,1,0,1,10,0,4,2,0.16,0.1364,0.5,0.3582,2,36,38,Winter,Thursday,0,Morning,Mist
289,2011-01-13,1,0,1,11,0,4,2,0.2,0.1667,0.44,0.4478,4,33,37,Winter,Thursday,0,Morning,Mist
290,2011-01-13,1,0,1,12,0,4,1,0.2,0.1667,0.44,0.4179,3,49,52,Winter,Thursday,0,Afternoon,Clear
291,2011-01-13,1,0,1,13,0,4,1,0.22,0.197,0.41,0.4478,2,81,83,Winter,Thursday,0,Afternoon,Clear
292,2011-01-13,1,0,1,14,0,4,1,0.22,0.197,0.41,0.3881,3,39,42,Winter,Thursday,0,Afternoon,Clear
293,2011-01-13,1,0,1,15,0,4,1,0.24,0.2121,0.38,0.2985,5,55,60,Winter,Thursday,0,Afternoon,Clear
294,2011-01-13,1,0,1,16,0,4,1,0.24,0.2121,0.38,0.3582,2,76,78,Winter,Thursday,0,Afternoon,Clear
295,2011-01-13,1,0,1,17,0,4,1,0.2,0.1818,0.4,0.2836,4,158,162,Winter,Thursday,0,Afternoon,Clear
296,2011-01-13,1,0,1,18,0,4,1,0.2,0.1818,0.4,0.3284,3,141,144,Winter,Thursday,0,Evening,Clear
297,2011-01-13,1,0,1,19,0,4,1,0.16,0.1515,0.47,0.2537,1,98,99,Winter,Thursday,0,Evening,Clear
298,2011-01-13,1,0,1,20,0,4,1,0.16,0.1515,0.47,0.2239,0,64,64,Winter,Thursday,0,Evening,Clear
299,2011-01-13,1,0,1,21,0,4,1,0.14,0.1212,0.46,0.2985,0,40,40,Winter,Thursday,0,Evening,Clear
300,2011-01-13,1,0,1,22,0,4,1,0.14,0.1212,0.46,0.3284,0,30,30,Winter,Thursday,0,Evening,Clear
301,2011-01-13,1,0,1,23,0,4,1,0.12,0.1364,0.5,0.194,1,14,15,Winter,Thursday,0,Evening,Clear
302,2011-01-14,1,0,1,0,0,5,1,0.12,0.1364,0.5,0.194,0,14,14,Winter,Friday,0,Night,Clear
303,2011-01-14,1,0,1,1,0,5,1,0.1,0.1212,0.54,0.1642,0,5,5,Winter,Friday,0,Night,Clear
304,2011-01-14,1,0,1,2,0,5,1,0.1,0.1212,0.54,0.1343,0,1,1,Winter,Friday,0,Night,Clear
305,2011-01-14,1,0,1,3,0,5,1,0.1,0.1364,0.54,0.1045,0,1,1,Winter,Friday,0,Night,Clear
306,2011-01-14,1,0,1,5,0,5,1,0.1,0.1364,0.54,0.0896,0,8,8,Winter,Friday,0,Night,Clear
307,2011-01-14,1,0,1,6,0,5,1,0.1,0.1818,0.54,0.0,0,17,17,Winter,Friday,0,Morning,Clear
308,2011-01-14,1,0,1,7,0,5,1,0.1,0.1212,0.74,0.1642,0,70,70,Winter,Friday,0,Morning,Clear
309,2011-01-14,1,0,1,8,0,5,1,0.12,0.1667,0.68,0.0,2,156,158,Winter,Friday,0,Morning,Clear
310,2011-01-14,1,0,1,9,0,5,1,0.14,0.1515,0.69,0.1343,0,117,117,Winter,Friday,0,Morning,Clear
311,2011-01-14,1,0,1,10,0,5,1,0.18,0.1818,0.55,0.194,4,40,44,Winter,Friday,0,Morning,Clear
312,2011-01-14,1,0,1,11,0,5,1,0.18,0.1667,0.51,0.2836,6,47,53,Winter,Friday,0,Morning,Clear
313,2011-01-14,1,0,1,12,0,5,1,0.2,0.197,0.44,0.2537,2,59,61,Winter,Friday,0,Afternoon,Clear
314,2011-01-14,1,0,1,13,0,5,1,0.22,0.197,0.37,0.3881,4,73,77,Winter,Friday,0,Afternoon,Clear
315,2011-01-14,1,0,1,14,0,5,1,0.22,0.2121,0.41,0.2836,5,59,64,Winter,Friday,0,Afternoon,Clear
316,2011-01-14,1,0,1,15,0,5,1,0.24,0.2424,0.38,0.1642,9,59,68,Winter,Friday,0,Afternoon,Clear
317,2011-01-14,1,0,1,16,0,5,1,0.22,0.2424,0.41,0.1045,3,87,90,Winter,Friday,0,Afternoon,Clear
318,2011-01-14,1,0,1,17,0,5,1,0.22,0.2273,0.41,0.1642,4,155,159,Winter,Friday,0,Afternoon,Clear
319,2011-01-14,1,0,1,18,0,5,1,0.2,0.2576,0.47,0.0,5,134,139,Winter,Friday,0,Evening,Clear
320,2011-01-14,1,0,1,19,0,5,1,0.16,0.197,0.59,0.0896,3,89,92,Winter,Friday,0,Evening,Clear
321,2011-01-14,1,0,1,20,0,5,1,0.18,0.2424,0.59,0.0,0,68,68,Winter,Friday,0,Evening,Clear
322,2011-01-14,1,0,1,21,0,5,1,0.16,0.2273,0.69,0.0,4,48,52,Winter,Friday,0,Evening,Clear
323,2011-01-14,1,0,1,22,0,5,2,0.16,0.2273,0.69,0.0,2,34,36,Winter,Friday,0,Evening,Mist
324,2011-01-14,1,0,1,23,0,5,2,0.18,0.2424,0.55,0.0,1,26,27,Winter,Friday,0,Evening,Mist
325,2011-01-15,1,0,1,0,0,6,1,0.18,0.2424,0.55,0.0,3,25,28,Winter,Saturday,1,Night,Clear
326,2011-01-15,1,0,1,1,0,6,2,0.16,0.197,0.59,0.0896,2,18,20,Winter,Saturday,1,Night,Mist
327,2011-01-15,1,0,1,2,0,6,2,0.16,0.197,0.59,0.0896,0,12,12,Winter,Saturday,1,Night,Mist
328,2011-01-15,1,0,1,3,0,6,2,0.16,0.2273,0.59,0.0,1,7,8,Winter,Saturday,1,Night,Mist
329,2011-01-15,1,0,1,4,0,6,2,0.16,0.2273,0.59,0.0,0,5,5,Winter,Saturday,1,Night,Mist
330,2011-01-15,1,0,1,5,0,6,1,0.16,0.2273,0.59,0.0,0,1,1,Winter,Saturday,1,Night,Clear
331,2011-01-15,1,0,1,6,0,6,1,0.14,0.1667,0.63,0.1045,1,2,3,Winter,Saturday,1,Morning,Clear
332,2011-01-15,1,0,1,7,0,6,1,0.14,0.2121,0.63,0.0,1,9,10,Winter,Saturday,1,Morning,Clear
333,2011-01-15,1,0,1,8,0,6,1,0.14,0.1515,0.63,0.1343,1,22,23,Winter,Saturday,1,Morning,Clear
334,2011-01-15,1,0,1,9,0,6,1,0.16,0.1818,0.64,0.1343,2,31,33,Winter,Saturday,1,Morning,Clear
335,2011-01-15,1,0,1,10,0,6,1,0.18,0.197,0.59,0.1642,2,57,59,Winter,Saturday,1,Morning,Clear
336,2011-01-15,1,0,1,11,0,6,1,0.2,0.197,0.55,0.2239,18,54,72,Winter,Saturday,1,Morning,Clear
337,2011-01-15,1,0,1,12,0,6,1,0.24,0.2273,0.48,0.2239,15,74,89,Winter,Saturday,1,Afternoon,Clear
338,2011-01-15,1,0,1,13,0,6,1,0.28,0.2576,0.38,0.2985,21,80,101,Winter,Saturday,1,Afternoon,Clear
339,2011-01-15,1,0,1,14,0,6,1,0.3,0.2879,0.39,0.2836,26,92,118,Winter,Saturday,1,Afternoon,Clear
340,2011-01-15,1,0,1,15,0,6,2,0.32,0.3182,0.36,0.194,21,108,129,Winter,Saturday,1,Afternoon,Mist
341,2011-01-15,1,0,1,16,0,6,2,0.34,0.3333,0.34,0.194,33,95,128,Winter,Saturday,1,Afternoon,Mist
342,2011-01-15,1,0,1,17,0,6,2,0.32,0.303,0.36,0.2836,29,54,83,Winter,Saturday,1,Afternoon,Mist
343,2011-01-15,1,0,1,18,0,6,2,0.3,0.2879,0.45,0.2537,15,69,84,Winter,Saturday,1,Evening,Mist
344,2011-01-15,1,0,1,19,0,6,2,0.32,0.303,0.39,0.2537,14,60,74,Winter,Saturday,1,Evening,Mist
345,2011-01-15,1,0,1,20,0,6,2,0.32,0.303,0.39,0.2537,6,35,41,Winter,Saturday,1,Evening,Mist
346,2011-01-15,1,0,1,21,0,6,2,0.32,0.303,0.39,0.2239,6,51,57,Winter,Saturday,1,Evening,Mist
347,2011-01-15,1,0,1,22,0,6,2,0.3,0.3182,0.42,0.1045,0,26,26,Winter,Saturday,1,Evening,Mist
348,2011-01-15,1,0,1,23,0,6,1,0.3,0.2879,0.45,0.2836,5,39,44,Winter,Saturday,1,Evening,Clear
349,2011-01-16,1,0,1,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,Winter,Sunday,1,Night,Clear
350,2011-01-16,1,0,1,1,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,Winter,Sunday,1,Night,Clear
351,2011-01-16,1,0,1,2,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,Winter,Sunday,1,Night,Clear
352,2011-01-16,1,0,1,3,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,Winter,Sunday,1,Night,Clear
353,2011-01-16,1,0,1,4,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,Winter,Sunday,1,Night,Clear
354,2011-01-16,1,0,1,5,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,Winter,Sunday,1,Night,Mist
355,2011-01-16,1,0,1,6,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,Winter,Sunday,1,Morning,Mist
356,2011-01-16,1,0,1,7,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,Winter,Sunday,1,Morning,Mist
357,2011-01-16,1,0,1,8,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,Winter,Sunday,1,Morning,Clear
358,2011-01-16,1,0,1,9,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,Winter,Sunday,1,Morning,Clear
359,2011-01-16,1,0,1,10,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,Winter,Sunday,1,Morning,Clear
360,2011-01-16,1,0,1,11,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,Winter,Sunday,1,Morning,Clear
361,2011-01-16,1,0,1,12,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,Winter,Sunday,1,Afternoon,Clear
362,2011-01-16,1,0,1,13,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,Winter,Sunday,1,Afternoon,Clear
363,2011-01-16,1,0,1,14,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,Winter,Sunday,1,Afternoon,Clear
364,2011-01-16,1,0,1,15,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,Winter,Sunday,1,Afternoon,Clear
365,2011-01-16,1,0,1,16,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,Winter,Sunday,1,Afternoon,Clear
366,2011-01-16,1,0,1,17,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,Winter,Sunday,1,Afternoon,Clear
367,2011-01-16,1,0,1,18,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,Winter,Sunday,1,Evening,Clear
368,2011-01-16,1,0,1,19,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,Winter,Sunday,1,Evening,Clear
369,2011-01-16,1,0,1,20,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,Winter,Sunday,1,Evening,Clear
370,2011-01-16,1,0,1,21,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,Winter,Sunday,1,Evening,Clear
371,2011-01-16,1,0,1,22,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,Winter,Sunday,1,Evening,Mist
372,2011-01-16,1,0,1,23,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,Winter,Sunday,1,Evening,Mist
373,2011-01-17,1,0,1,0,1,1,2,0.2,0.197,0.47,0.2239,1,16,17,Winter,Monday,0,Night,Mist
374,2011-01-17,1,0,1,1,1,1,2,0.2,0.197,0.44,0.194,1,15,16,Winter,Monday,0,Night,Mist
375,2011-01-17,1,0,1,2,1,1,2,0.18,0.1667,0.43,0.2537,0,8,8,Winter,Monday,0,Night,Mist
376,2011-01-17,1,0,1,3,1,1,2,0.18,0.1818,0.43,0.194,0,2,2,Winter,Monday,0,Night,Mist
377,2011-01-17,1,0,1,4,1,1,2,0.18,0.197,0.43,0.1343,1,2,3,Winter,Monday,0,Night,Mist
378,2011-01-17,1,0,1,5,1,1,2,0.18,0.197,0.43,0.1642,0,1,1,Winter,Monday,0,Night,Mist
379,2011-01-17,1,0,1,6,1,1,2,0.18,0.1818,0.43,0.194,0,5,5,Winter,Monday,0,Morning,Mist
380,2011-01-17,1,0,1,7,1,1,2,0.16,0.1818,0.5,0.1343,4,9,13,Winter,Monday,0,Morning,Mist
381,2011-01-17,1,0,1,8,1,1,2,0.16,0.1515,0.47,0.2239,3,30,33,Winter,Monday,0,Morning,Mist
382,2011-01-17,1,0,1,9,1,1,2,0.16,0.1515,0.47,0.2239,8,39,47,Winter,Monday,0,Morning,Mist
383,2011-01-17,1,0,1,10,1,1,2,0.16,0.1515,0.5,0.2537,7,50,57,Winter,Monday,0,Morning,Mist
384,2011-01-17,1,0,1,11,1,1,2,0.16,0.1515,0.55,0.194,9,55,64,Winter,Monday,0,Morning,Mist
385,2011-01-17,1,0,1,12,1,1,2,0.18,0.197,0.47,0.1343,10,70,80,Winter,Monday,0,Afternoon,Mist
386,2011-01-17,1,0,1,13,1,1,2,0.18,0.197,0.47,0.1343,13,80,93,Winter,Monday,0,Afternoon,Mist
387,2011-01-17,1,0,1,14,1,1,2,0.18,0.2121,0.43,0.1045,12,74,86,Winter,Monday,0,Afternoon,Mist
388,2011-01-17,1,0,1,15,1,1,2,0.2,0.2121,0.47,0.1642,21,72,93,Winter,Monday,0,Afternoon,Mist
389,2011-01-17,1,0,1,16,1,1,2,0.2,0.2121,0.47,0.1642,6,76,82,Winter,Monday,0,Afternoon,Mist
390,2011-01-17,1,0,1,17,1,1,1,0.2,0.197,0.51,0.194,4,67,71,Winter,Monday,0,Afternoon,Clear
391,2011-01-17,1,0,1,18,1,1,2,0.18,0.1667,0.55,0.2537,7,85,92,Winter,Monday,0,Evening,Mist
392,2011-01-17,1,0,1,19,1,1,3,0.18,0.1818,0.59,0.194,2,58,60,Winter,Monday,0,Evening,Light Snow/Rain
393,2011-01-17,1,0,1,20,1,1,3,0.16,0.1515,0.8,0.194,4,29,33,Winter,Monday,0,Evening,Light Snow/Rain
394,2011-01-17,1,0,1,21,1,1,3,0.16,0.1515,0.8,0.194,3,24,27,Winter,Monday,0,Evening,Light Snow/Rain
395,2011-01-17,1,0,1,22,1,1,3,0.14,0.1212,0.93,0.2537,0,13,13,Winter,Monday,0,Evening,Light Snow/Rain
396,2011-01-17,1,0,1,23,1,1,3,0.16,0.1364,0.86,0.2836,1,3,4,Winter,Monday,0,Evening,Light Snow/Rain
397,2011-01-18,1,0,1,12,0,2,2,0.2,0.1818,0.86,0.3284,0,3,3,Winter,Tuesday,0,Afternoon,Mist
398,2011-01-18,1,0,1,13,0,2,2,0.2,0.197,0.86,0.2239,0,22,22,Winter,Tuesday,0,Afternoon,Mist
399,2011-01-18,1,0,1,14,0,2,2,0.22,0.2273,0.8,0.1642,2,26,28,Winter,Tuesday,0,Afternoon,Mist
400,2011-01-18,1,0,1,15,0,2,2,0.22,0.2273,0.87,0.1642,3,32,35,Winter,Tuesday,0,Afternoon,Mist
401,2011-01-18,1,0,1,16,0,2,2,0.22,0.2273,0.87,0.194,0,61,61,Winter,Tuesday,0,Afternoon,Mist
402,2011-01-18,1,0,1,17,0,2,2,0.22,0.2273,0.82,0.194,1,124,125,Winter,Tuesday,0,Afternoon,Mist
403,2011-01-18,1,0,1,18,0,2,2,0.22,0.2273,0.8,0.1642,1,132,133,Winter,Tuesday,0,Evening,Mist
404,2011-01-18,1,0,1,19,0,2,2,0.22,0.2273,0.8,0.1343,1,98,99,Winter,Tuesday,0,Evening,Mist
405,2011-01-18,1,0,1,20,0,2,2,0.22,0.2727,0.87,0.0,0,83,83,Winter,Tuesday,0,Evening,Mist
406,2011-01-18,1,0,1,21,0,2,2,0.22,0.2424,0.93,0.1045,0,41,41,Winter,Tuesday,0,Evening,Mist
407,2011-01-18,1,0,1,22,0,2,2,0.22,0.2576,0.93,0.0896,0,33,33,Winter,Tuesday,0,Evening,Mist
408,2011-01-18,1,0,1,23,0,2,2,0.22,0.2727,0.93,0.0,1,19,20,Winter,Tuesday,0,Evening,Mist
409,2011-01-19,1,0,1,0,0,3,2,0.22,0.2727,0.93,0.0,0,3,3,Winter,Wednesday,0,Night,Mist
410,2011-01-19,1,0,1,1,0,3,3,0.22,0.2273,0.93,0.1343,1,6,7,Winter,Wednesday,0,Night,Light Snow/Rain
411,2011-01-19,1,0,1,2,0,3,3,0.22,0.2273,0.93,0.1343,0,3,3,Winter,Wednesday,0,Night,Light Snow/Rain
412,2011-01-19,1,0,1,4,0,3,3,0.22,0.2273,0.93,0.1343,1,1,2,Winter,Wednesday,0,Night,Light Snow/Rain
413,2011-01-19,1,0,1,5,0,3,2,0.22,0.2576,0.93,0.0896,0,7,7,Winter,Wednesday,0,Night,Mist
414,2011-01-19,1,0,1,6,0,3,2,0.22,0.2576,0.93,0.0896,0,32,32,Winter,Wednesday,0,Morning,Mist
415,2011-01-19,1,0,1,7,0,3,2,0.24,0.2576,0.92,0.1045,1,89,90,Winter,Wednesday,0,Morning,Mist
416,2011-01-19,1,0,1,8,0,3,2,0.24,0.2576,0.93,0.1045,1,196,197,Winter,Wednesday,0,Morning,Mist
417,2011-01-19,1,0,1,9,0,3,2,0.24,0.2576,0.93,0.1045,2,107,109,Winter,Wednesday,0,Morning,Mist
